Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
payment02,Chrome 67.0.3396.87,,2018-06-24 10:19:31,2018-06-24 10:20:14,42.829s,FAILED
,,,,,,
Test Cases/Health checks/TC-44703,Chrome 67.0.3396.87,,2018-06-24 10:19:32,2018-06-24 10:20:13,40.868s,FAILED
openBrowser,Chrome 67.0.3396.87,,2018-06-24 10:19:34,2018-06-24 10:19:44,10.250s,PASSED
browserHelper.Users.Login,Chrome 67.0.3396.87,,2018-06-24 10:19:44,2018-06-24 10:19:59,14.849s,PASSED
browserHelper.Navigation.NavigateToAccount,Chrome 67.0.3396.87,,2018-06-24 10:19:59,2018-06-24 10:20:04,5.472s,PASSED
waitForElementVisible,Chrome 67.0.3396.87,,2018-06-24 10:20:04,2018-06-24 10:20:07,2.720s,PASSED
click,Chrome 67.0.3396.87,,2018-06-24 10:20:07,2018-06-24 10:20:07,0.499s,PASSED
Statement - If (displayed),Chrome 67.0.3396.87,,2018-06-24 10:20:07,2018-06-24 10:20:08,0.154s,PASSED
browserHelper.Dropdown.DropdownHelper,Chrome 67.0.3396.87,,2018-06-24 10:20:08,2018-06-24 10:20:13,5.028s,FAILED
